zombie_step,human_step,surviving_humans
0.1,0.0,3746
0.1,0.10344827586206896,3738
0.1,0.20689655172413793,3732
0.1,0.3103448275862069,3700
0.1,0.41379310344827586,3669
0.1,0.5172413793103449,3640
0.1,0.6206896551724138,3635
0.1,0.7241379310344827,3607
0.1,0.8275862068965517,3587
0.1,0.9310344827586208,3628
0.1,1.0344827586206897,3623
0.1,1.1379310344827585,3518
0.1,1.2413793103448276,3369
0.1,1.3448275862068966,3262
0.1,1.4482758620689653,3139
0.1,1.5517241379310347,3082
0.1,1.6551724137931034,2938
0.1,1.7586206896551722,2851
0.1,1.8620689655172415,2792
0.1,1.9655172413793103,2683
0.1,2.0689655172413794,2721
0.1,2.1724137931034484,2805
0.1,2.275862068965517,2767
0.1,2.3793103448275863,2629
0.1,2.4827586206896552,2635
0.1,2.586206896551724,2538
0.1,2.689655172413793,2612
0.1,2.793103448275862,2634
0.1,2.8965517241379306,2492
0.1,3.0,2419
0.1310344827586207,0.0,3677
0.1310344827586207,0.10344827586206896,3653
0.1310344827586207,0.20689655172413793,3630
0.1310344827586207,0.3103448275862069,3627
0.1310344827586207,0.41379310344827586,3626
0.1310344827586207,0.5172413793103449,3560
0.1310344827586207,0.6206896551724138,3491
0.1310344827586207,0.7241379310344827,3469
0.1310344827586207,0.8275862068965517,3470
0.1310344827586207,0.9310344827586208,3534
0.1310344827586207,1.0344827586206897,3493
0.1310344827586207,1.1379310344827585,3335
0.1310344827586207,1.2413793103448276,3197
0.1310344827586207,1.3448275862068966,3085
0.1310344827586207,1.4482758620689653,2991
0.1310344827586207,1.5517241379310347,2914
0.1310344827586207,1.6551724137931034,2754
0.1310344827586207,1.7586206896551722,2842
0.1310344827586207,1.8620689655172415,2641
0.1310344827586207,1.9655172413793103,2640
0.1310344827586207,2.0689655172413794,2562
0.1310344827586207,2.1724137931034484,2581
0.1310344827586207,2.275862068965517,2526
0.1310344827586207,2.3793103448275863,2444
0.1310344827586207,2.4827586206896552,2483
0.1310344827586207,2.586206896551724,2419
0.1310344827586207,2.689655172413793,2311
0.1310344827586207,2.793103448275862,2327
0.1310344827586207,2.8965517241379306,2282
0.1310344827586207,3.0,2226
0.16206896551724137,0.0,3676
0.16206896551724137,0.10344827586206896,3586
0.16206896551724137,0.20689655172413793,3584
